Animal Name,Exposure Endpoint Type,Endpoint Value,Endpoint Description,Range,Units,Error,Sex,Life Cycle Stage,Location,Sample Size,Type
Zalophus californianus (California Sea Lion),Dietary Composition,"Cephalopods: 25%, fishes: 65%, crustacean: 7%",,,,,NR,Not Reported,San Benito Islands,289 scat samples,Exposure Factor Datasets
Zalophus californianus (California Sea Lion),Population Density,See citation Table 3,Abundance,,,,M,Adult,San Benito Archipelao,See citation,Exposure Factor Datasets
Zalophus californianus (California Sea Lion),Population Density,See citation Table 3,Abundance,,,,M,Juvenile,San Benito Archipelao,See citation,Exposure Factor Datasets
Zalophus californianus (California Sea Lion),Population Density,See citation Table 3,Abundance,,,,F,Adult,San Benito Archipelao,See citation,Exposure Factor Datasets
Zalophus californianus (California Sea Lion),Population Density,See citation Table 3,Abundance,,,,B,Juvenile,San Benito Archipelao,See citation,Exposure Factor Datasets
Zalophus californianus (California Sea Lion),Population Density,See citation Table 3,Abundance,,,,B,Pup,San Benito Archipelao,See citation,Exposure Factor Datasets
Zalophus californianus (California Sea Lion),Population Density,Review; See citation Table 4,Abundance,,,,B,Pup,San Benito Archipelao,See citation,Exposure Factor Datasets
Zalophus californianus (California Sea Lion),Body Weight - Mean,86,Maternal,,,15,F,Adult,Coastal sites,20,Exposure Factor Datasets
Zalophus californianus (California Sea Lion),Body Weight - Mean,5,Premature fetuses,,,2,B,Embryo,Coastal sites,7,Exposure Factor Datasets
Zalophus californianus (California Sea Lion),Body Weight - Mean,7,Late-term fetuses,,,1,B,Embryo,Coastal sites,9,Exposure Factor Datasets
Zalophus californianus (California Sea Lion),Survival/ Mortality,See citation Table 5,Model estimates of age-specific survival probability,,,,B,Pup,Los Islotes colony in southern Gulf of California,See citation,Exposure Factor Datasets
Zalophus californianus (California Sea Lion),Survival/ Mortality,0.9,Model estimates of age-specific survival probability,,,,B,Juvenile,Los Islotes colony in southern Gulf of California,See citation,Exposure Factor Datasets
Zalophus californianus (California Sea Lion),Survival/ Mortality,0.904,Model estimates of age-specific survival probability for young adults,,,,B,Adult,Los Islotes colony in southern Gulf of California,See citation,Exposure Factor Datasets
Zalophus californianus (California Sea Lion),Survival/ Mortality,0.746,Model estimates of age-specific survival probability for old adults,,,,B,Adult,Los Islotes colony in southern Gulf of California,See citation,Exposure Factor Datasets
Zalophus californianus (California Sea Lion),Food Ingestion Rate,See citation Figure 1,Annual food consumption,,,,B,Both Adults and Juveniles,Harderwijk Marine Mammal Park,26,Exposure Factor Datasets
Zalophus californianus (California Sea Lion),Body Weight - Mean,9.4,Newborn weight,,,0.35,M,Pup,Gulf of Mexico,9,Exposure Factor Datasets
Zalophus californianus (California Sea Lion),Body Weight - Mean,7.7,Newborn weight,,,0.45,F,Pup,Gulf of Mexico,7,Exposure Factor Datasets
Canis latrans (Coyote),Dietary Composition,"See citation for values: Lepus californicus, Peromyscus maniculatus, Reinthrodontomys megalotis, Lemmiscus curtatus, Menniscus curtatus, Perognathus parvus, Dipodomys spp., other rodents",Prey identified by teeth in coyote scat,,,,NR,Not Reported,Curlew Valley,39-58,Exposure Factor Datasets
Canis latrans (Coyote),Survival/ Mortality,0.84,Breeding season survival,,,0.05,B,Adult,Tallahala Wildlife Management Area,,Exposure Factor Datasets
Canis latrans (Coyote),Survival/ Mortality,0.89,Winter season survival,,,0.04,B,Adult,Tallahala Wildlife Management Area,,Exposure Factor Datasets
Canis latrans (Coyote),Survival/ Mortality,0.98,Pup-rearing season survival,,,0.01,B,Adult,Tallahala Wildlife Management Area,,Exposure Factor Datasets
Canis latrans (Coyote),Dietary Composition,"See citation Figure 3 for values: Deer, rodent, lagmorph, avian, herptofauna, unknown mammal, plant",,,,,,,"MeadWestvaco Wildlife and Ecosystem Research
Forest",128,Exposure Factor Datasets
Canis latrans (Coyote),Body Weight - Mean,13.1,,,,0.3,F,Both Adults and Juveniles,Eastern New Brunswick,39,Exposure Factor Datasets
Canis latrans (Coyote),Body Weight - Mean,14.6,,,,0.5,M,Both Adults and Juveniles,Eastern New Brunswick,38,Exposure Factor Datasets
Canis latrans (Coyote),Body Weight - Mean,11.3,,,,0.3,B,Juvenile,Eastern New Brunswick,12,Exposure Factor Datasets
Canis latrans (Coyote),Body Weight - Mean,12.5,,,,0.5,B,Adult,Eastern New Brunswick,15,Exposure Factor Datasets
Canis latrans (Coyote),Body Weight - Mean,13.8,,,,0.5,B,Adult,Eastern New Brunswick,18,Exposure Factor Datasets
Canis latrans (Coyote),Body Weight - Mean,14.9,,,,0.6,B,Adult,Eastern New Brunswick,19,Exposure Factor Datasets
Canis latrans (Coyote),Body Weight - Mean,15.2,,,,0.8,B,Adult,Eastern New Brunswick,13,Exposure Factor Datasets
Canis latrans (Coyote),Body Fat (total or %),12,,,,0.6,F,Both Adults and Juveniles,Eastern New Brunswick,39,Exposure Factor Datasets
Canis latrans (Coyote),Body Fat (total or %),10.6,,,,0.6,M,Both Adults and Juveniles,Eastern New Brunswick,38,Exposure Factor Datasets
Canis latrans (Coyote),Body Fat (total or %),10,,,,0.9,B,Juvenile,Eastern New Brunswick,12,Exposure Factor Datasets
Canis latrans (Coyote),Body Fat (total or %),10.8,,,,1.1,B,Adult,Eastern New Brunswick,15,Exposure Factor Datasets
Canis latrans (Coyote),Body Fat (total or %),11.6,,,,0.7,B,Adult,Eastern New Brunswick,18,Exposure Factor Datasets
Canis latrans (Coyote),Body Fat (total or %),11.4,,,,1.1,B,Adult,Eastern New Brunswick,19,Exposure Factor Datasets
Canis latrans (Coyote),Body Fat (total or %),12.6,,,,1.1,B,Adult,Eastern New Brunswick,13,Exposure Factor Datasets
Canis latrans (Coyote),Clutch or Litter Size,"High diet: 6.0, low diet: 4.8",,,,"High diet: 0.5, low diet: 0.26",F,Adult,National Wildlife Research Center,11,Exposure Factor Datasets
Canis latrans (Coyote),Dietary Composition,"Mammals: 72.7, birds: 7.3, reptiles: 16.4, insects: 12.7, crustaceans: 1, vegetable matter: 60",Frequency of occurrence,,,,B,Both Adults and Juveniles,Chamela-Cuixmala Biosphere Reserve,59,Exposure Factor Datasets
Canis latrans (Coyote),Dietary Composition,"Insect: 25.6, reptile: 1.5, bird: 3.0, small rodent: 27.0, large rodent: 27.9, leporidae: 12.2, cattle: 24.1, pronghorn: 1.4, unknown mammal: 0.2, crops: 12.3, other seeds: 5.0, other vegetation: 22.9","Frequency of occurrence, seasonal mean",,,,NR,Both Adults and Juveniles,Dallam County: continuous short-grass prairie,280,Exposure Factor Datasets
Canis latrans (Coyote),Dietary Composition,"Insect: 17.0, reptile: 0, bird: 6.7, small rodent: 37.3, large rodent: 30.3, leporidae: 18.2, cattle: 9.7, pronghorn: 1.7, crops: 16.6, other seeds: 2.2, other vegetation: 15.8","Frequency of occurrence, seasonal mean",,,,NR,Both Adults and Juveniles,Stratford: fragmented short-grass prairie,186,Exposure Factor Datasets
Canis latrans (Coyote),Dietary Composition,"Rodents: 64, lagomorphs: 61, deer: 35, carnivores: 56, pets: 41, soricomorphs: 10, unknown: 14, native seeds: 27, non-native seeds: 35, unknown seeds: 19, trash: 27",Frequency by group,,,,NR,Both Adults and Juveniles,Denver metro area,64,Exposure Factor Datasets
Canis latrans (Coyote),Clutch or Litter Size,6.6,,,,2.2,B,Pup,"Central Western, Northwestern, Great Valley, and Sierra Nevada bioregion",55,Exposure Factor Datasets
Canis latrans (Coyote),Body Weight - Mean,See citation Figure 4,Body mass by reproductive period,,,,F,Adult,"Central Western, Northwestern, Great Valley, and Sierra Nevada bioregion",Not reported,Exposure Factor Datasets
Canis latrans (Coyote),Body Fat (total or %),See citation Figure 4,Visceral fat index,,,,F,Adult,"Central Western, Northwestern, Great Valley, and Sierra Nevada bioregion",Not reported,Exposure Factor Datasets
Canis latrans (Coyote),Body Weight - Mean,10.1,First year non-reproductive,,,0.4,M,Juvenile,"Central Western, Northwestern, Great Valley, and Sierra Nevada bioregion",Not reported,Exposure Factor Datasets
Canis latrans (Coyote),Body Weight - Mean,11.5,First year reproductive,,,0.2,M,Juvenile,"Central Western, Northwestern, Great Valley, and Sierra Nevada bioregion",Not reported,Exposure Factor Datasets
Canis latrans (Coyote),Body Weight - Mean,12.5,Adult reproductive,,,0.3,M,Juvenile,"Central Western, Northwestern, Great Valley, and Sierra Nevada bioregion",Not reported,Exposure Factor Datasets
Canis latrans (Coyote),Body Weight - Mean,Review,Reported weights across North America,,,,,,,,Exposure Factor Datasets
Vulpes macrotis (Kit Fox),Population Density,See citation Table 1,,,,,B,Both Adults and Juveniles,Naval Petroleum Reserve,See citation,Exposure Factor Datasets
Vulpes macrotis (Kit Fox),Survival/ Mortality,See citation,Survival,,,,B,Both Adults and Juveniles,Naval Petroleum Reserve,See citation,Exposure Factor Datasets
Vulpes macrotis (Kit Fox),Clutch or Litter Size,See citation Table 6,,,,,B,Pup,Naval Petroleum Reserve,See citation,Exposure Factor Datasets
Vulpes macrotis (Kit Fox),Dietary Composition,"Leporids: 44.1, kangaroo rats: 31.0, pocket mice: 1.2, antelope squirrels: 2.3, other rodents: 4.1, sheep: 0.8, birds: 2.5, snakes: 1.4, lizards: 0.1, orthopterans: 6.4, colopterans: 1.3, other arthropods: 0.1, other items: 6.9",Frequency of occurrence,,,,,Both Adults and Juveniles,Naval Petroleum Reserve,4393,Exposure Factor Datasets
Vulpes macrotis (Kit Fox),Clutch or Litter Size,2.69,,,,0.3,B,Pup,Upper Chuckwalla Valley,32,Exposure Factor Datasets
Vulpes macrotis (Kit Fox),Survival/ Mortality,80,Mortality,,,,B,,Upper Chuckwalla Valley,56,Exposure Factor Datasets
Vulpes macrotis (Kit Fox),Survival/ Mortality,"2012-2013: pair formation: 0.868, pup-rearing: 0.944, dispersal: 1.000, annual: 0.752; 2013-2014: pair formation: 0.891, pup-rearing: 1.000, annual: 0.892",Survival,,,"2012-2013: pair formation: 0.014, pup-rearing: 0.0.14, dispersal: 0.000, annual: 0.010; 2013-2014: pair formation: 0.023, pup-rearing: 0.000, annual: 0.017",M,Adult,Upper Chuckwalla Valley,56,Exposure Factor Datasets
Vulpes macrotis (Kit Fox),Survival/ Mortality,"2012-2013: pair formation: 0.885, pup-rearing: 0.1.000, dispersal: 1.000, annual: 0.885; 2013-2014: pair formation: 0.836, pup-rearing: 0.923, annual: 0.772",Survival,,,"2012-2013: pair formation: 0.0.033, pup-rearing: 0.000, dispersal: 0.0000, annual: 0.012; 2013-2014: pair formation: 0.0.028, pup-rearing: 0.019, annual: 0.022",F,Adult,Upper Chuckwalla Valley,56,Exposure Factor Datasets
Vulpes macrotis (Kit Fox),Survival/ Mortality,"2012-2013: pair formation: 0.876, pup-rearing: 0..969, dispersal: 1.000, annual: 0.809; 2013-2014: pair formation: 0.864, pup-rearing: 0.9640, annual: 0.833",Survival,,,"2012-2013: pair formation: 0.019, pup-rearing: 0.001, dispersal: 0.000, annual: 0.012; 2013-2014: pair formation: 0.019, pup-rearing: 0.011, annual: 0.014",B,Adult,Upper Chuckwalla Valley,56,Exposure Factor Datasets
Perognathus longimembris (Little Pocket Mouse),Body Weight - Mean,8.6,,,,0.035,NR,Not Reported,East Mojavae National Preserve,2,Exposure Factor Datasets
Mustela frenata (Long-tailed Weasel),Population Density,"Rainy season: 0.10, dry: 0.18",Estimated average density by season,,,,NR,Not Reported,Sierra de Oaxaca,See citation,Exposure Factor Datasets
Mustela frenata (Long-tailed Weasel),Population Density,"Cloud forest: 0.26, semi-evergreen forest: 0.01",Estimated average density by vegetation type,,,,NR,Not Reported,Sierra de Oaxaca,See citation,Exposure Factor Datasets
Mustela frenata (Long-tailed Weasel),Survival/ Mortality,Review,Daily survival,,,,,,,,Exposure Factor Datasets
Mustela frenata (Long-tailed Weasel),Survival/ Mortality,Review,Annual survival index,,,,,,,,Exposure Factor Datasets
Antrozous pallidus (Pallid Bat),Dietary Composition,"Acrididae: 16.1, Ceuthophilus californianus: 4.7, Gryllidae: 8.3, Stenopelmatus fuscus: 27.3, Microcentrum rhombifolium: 0.6, Diptera: 0.2, Lepidoptera: 5.8, Carabidae: 8.4, Prionus californicus: 1.0, Chilopoda: 11.8, Solpugidae: 7.8, Lycosidae: 7.8",Percentage of total volume,,,,M,Adult,,116,Exposure Factor Datasets
Antrozous pallidus (Pallid Bat),Dietary Composition,"Tytthotyle maculata: 9.9, Grylliacrididae: 1.0, Gryllus: 4.0, Diptera: 0.3, Lepidoptera: 5.7, Coleoptera: 2.3, Cyclocephla longula: 24.4, Tenebrionidae: 3.6, Edrotes ventricosus: 0.6, Hippomelas: 21.0, Tiphiidae: 1.5, Pentatomidae: 4.3, Geocoris: 0.1, Myrmeleontidae: 4.9, Solpugidae: 14.1",Percentage of total volume,,,,M,Adult,,29,Exposure Factor Datasets
Antrozous pallidus (Pallid Bat),Dietary Composition,"Insecta: 81.3, arachnida: 17.2, reptilia: 0.9",,,,,B,Both Adults and Juveniles,University of Texas at El Paso Indio Mountains Research Station,Not reported,Exposure Factor Datasets
Antrozous pallidus (Pallid Bat),Dietary Composition,"Arachnida: 0.8, insecta: 97.8, other: 1.6",Perent frequency,,,,B,Both Adults and Juveniles,Nk'Mip Indian Band Reserve,93,Exposure Factor Datasets
Reithrodontomys raviventris (Salt-marsh Harvest Mouse),Population Density,"Diked: 32.3, tidal: 18.9, mixed vegetation: 43.5, pickleweed: 27.2, upland grass: 6.1",,,,"Diked: 3.4, tidal: 2.5, mixed vegetation: 4.5, pickleweed: 2.5, upland grass: 1.5",B,Both Adults and Juveniles,Suisun Marsh,72,Exposure Factor Datasets
Mephitis mephitis (Striped Skunk),Population Density,"Claytonville: 0.27, Halfway: 0.71, Olton: 0.63, Plainview: 0.10",Individuals/12.8 sq km,,,,B,Both Adults and Juveniles,Lamb/Hale/Swisher counties,104,Exposure Factor Datasets
Mephitis mephitis (Striped Skunk),Population Density,"Claytonville: 0.36, Halfway: 0.59, Olton: 0.38, Plainview: 0.20",Individuals/12.8 sq km,,,,B,Both Adults and Juveniles,Lamb/Hale/Swisher counties,104,Exposure Factor Datasets
Mephitis mephitis (Striped Skunk),Survival/ Mortality,"1994: 0.40, 1995: 0.48",Annual survival,,,,B,Both Adults and Juveniles,Lamb/Hale/Swisher counties,104,Exposure Factor Datasets
Mephitis mephitis (Striped Skunk),Clutch or Litter Size,7,,,,,B,Neonate,"Delta Waterfowl and
Wetlands Research Station",3,Exposure Factor Datasets
Mephitis mephitis (Striped Skunk),Clutch or Litter Size,5.5,,,,,B,Neonate,"Delta Waterfowl and
Wetlands Research Station",11,Exposure Factor Datasets
Mephitis mephitis (Striped Skunk),Survival/ Mortality,97.9,Survival >60 d post weaning,,,,B,,"Delta Waterfowl and
Wetlands Research Station",93,Exposure Factor Datasets
Mephitis mephitis (Striped Skunk),Body Weight - Mean,1800,,,,,F,Adult,Baja California,1,Exposure Factor Datasets
Sorex ornatus (Ornate Shrew),Body Weight - Mean,5.3,,,,,F,Adult,Rush Ranch,Not reported,Exposure Factor Datasets
Sorex ornatus (Ornate Shrew),Body Weight - Mean,6.5,,,,,M,Adult,Rush Ranch,Not reported,Exposure Factor Datasets
Sorex ornatus (Ornate Shrew),Body Weight - Mean,3.7,,,,,B,Adult,Rush Ranch,Not reported,Exposure Factor Datasets
Sorex ornatus (Ornate Shrew),Body Weight - Mean,5,,,,,B,Adult,Rush Ranch,Not reported,Exposure Factor Datasets
Oceanodroma homochroa (Ashy Storm Petrel),Body Weight - Mean,34.7,,,,2.1,M,Adult,Channel Islands,28,Exposure Factor Datasets
Oceanodroma homochroa (Ashy Storm Petrel),Body Weight - Mean,36.1,,,,2.8,F,Adult,Channel Islands,71,Exposure Factor Datasets
Oceanodroma homochroa (Ashy Storm Petrel),Time of Molt,"Body: egg-hatching,Rectrice: 40 days post egg-hatch, Primaries: 30 days post-rectrice molt start, Secondaries: immediately post-primaries",Start time of molting relative to breeding,,,,,Adult,South Farallon Island,981,Exposure Factor Datasets
Oceanodroma homochroa (Ashy Storm Petrel),Time of Molt,"Body: adult egg-laying,Rectrice: 40 days post egg-laying by adults, Primaries: 30 days post-rectrice molt start, Secondaries: immediately post-primaries",Start time of molting relative to breeding,,,,,Juvenile,South Farallon Island,981,Exposure Factor Datasets
Oceanodroma homochroa (Ashy Storm Petrel),Time of Molt,257,Length of molt cycle,,,,,Adult,South Farallon Island,981,Exposure Factor Datasets
Oceanodroma homochroa (Ashy Storm Petrel),Population Density,0.09,Individuals/sq km,,,1.6041,B,Both Adults and Juveniles,Bodega Bay-Cypress Point,977,Exposure Factor Datasets
Oceanodroma homochroa (Ashy Storm Petrel),Population Density,See citation Table 2,Number of active nests/number of potential sites checked,,,,B,,"Point Reyes
National Seashore",See citation,Exposure Factor Datasets
Oceanodroma homochroa (Ashy Storm Petrel),"Age at Fledging, Metamorphosis, Weaning",>76,Days post hatch,,,,NR,Fledgling,Anacapa Islands,1,Exposure Factor Datasets
Oceanodroma homochroa (Ashy Storm Petrel),Population Density,10000,Approx. individuals off CA coast,,,,B,,,"10,000",Exposure Factor Datasets
Oceanodroma homochroa (Ashy Storm Petrel),Population Density,See citation Figure 20,,,,,B,,,,Exposure Factor Datasets
Oceanodroma homochroa (Ashy Storm Petrel),Hatching Success,2008–2011: 49.5,Breeding success  in artificial and natural nests (percent of nests fledging chicks),,,,,,"Orizaba Rock, Santa Cruz Island",105,Exposure Factor Datasets
Oceanodroma homochroa (Ashy Storm Petrel),Hatching Success,2005–2011: 71.2,Breeding success  in natural nests (percent of nests fledging chicks),,,,,,"Cave of the Birds' Eggs, Santa Cruz Island",156,Exposure Factor Datasets
Oceanodroma homochroa (Ashy Storm Petrel),Time of Mating/ Laying,43267,,,,2.5,,,"Orizaba Rock, Santa Cruz Island",96,Exposure Factor Datasets
Oceanodroma homochroa (Ashy Storm Petrel),Time of Mating/ Laying,43257,,,,2.1,,,"Cave of the Birds' Eggs, Santa Cruz Island",156,Exposure Factor Datasets
Oceanodroma homochroa (Ashy Storm Petrel),Fledging or Weaning Rate,See citation Figure 8,Chicks fledged/nest,,,,,,"Orizaba Rock, Santa Cruz Island",,Exposure Factor Datasets
Oceanodroma homochroa (Ashy Storm Petrel),Fledging or Weaning Rate,See citation Figure 8,Chicks fledged/nest,,,,,,"Cave of the Birds' Eggs, Santa Cruz Island",,Exposure Factor Datasets
Oceanodroma homochroa (Ashy Storm Petrel),Body Weight - Mean,34.2,,,,2.3,NR,,Anacapa Islands,19,Exposure Factor Datasets
Oceanodroma homochroa (Ashy Storm Petrel),Population Density,"Total individuals: 6,461; breeders: 3,402",Estimated population size on island,,,,B,,South Farallon Island,,Exposure Factor Datasets
Oceanodroma homochroa (Ashy Storm Petrel),Population Density,"Total individuals:4,284; breeders: 1,990",Estimated population size on island,,,,B,,South Farallon Island,,Exposure Factor Datasets
