Animal Name,Chemical,Endpoint Value,Endpoint Description,Range,Sex,Life Cycle Stage,Location,Sample Size,Tox Exposure,Toxicity Endpoint Type,Tox Exposure Duration,Tox Exposure Technique,Type
Falco sparverius,AROCLOR 1254,21.5-22.6% decrease @ 33 ppm,sperm concentration,,Male,Adult,,10/group,"0 and 33 ppm, wet weight (=9-10 mg/kg bw/d)",TOX-REPRO - physiology,62 and 69 d (2 study periods),diet,Toxicity Factor Datasets
Falco sparverius,AROCLOR 1254,no effect,sperm motility,,Male,Adult,,10/group,"0 and 33 ppm, wet weight (=9-10 mg/kg bw/d)",TOX-REPRO - physiology,62 and 69 d (2 study periods),diet,Toxicity Factor Datasets
Falco sparverius,MIREX,40.3% decrease @ 8 ppm,sperm concentration,,Male,Adult,,5-10/group,"0 and 8 ppm, wet weight (=2.3-2.5 mg/kg bw/d)",TOX-REPRO - physiology,62 and 69 d (2 study periods),diet,Toxicity Factor Datasets
Falco sparverius,MIREX,no effect,sperm motility,,Male,Adult,,5-10/group,"0 and 8 ppm, wet weight (=2.3-2.5 mg/kg bw/d)",TOX-REPRO - physiology,62 and 69 d (2 study periods),diet,Toxicity Factor Datasets
Falco sparverius,"AROCLOR 1254, MIREX",73.3% increase @ 8ppm mirex + 33 ppm Aroclor,semen volume,,Male,Adult,,5-10/group,"0 and 8 ppm mirex + 33 ppm Aroclor, wet weight",TOX-REPRO - physiology,62 and 69 d (2 study periods),diet,Toxicity Factor Datasets
Falco sparverius,"AROCLOR 1254, MIREX",20.3% decrease @ 8 ppm mirex + 33 ppm Aroclor,sperm concentration,,Male,Adult,,5-10/group,"0 and 8 ppm mirex + 33 ppm Aroclor, wet weight",TOX-REPRO - physiology,62 and 69 d (2 study periods),diet,Toxicity Factor Datasets
Falco sparverius,"AROCLOR 1254, MIREX",no effect,sperm motility,,Male,Adult,,5-10/group,"0 and 8 ppm mirex + 33 ppm Aroclor, wet weight",TOX-REPRO - physiology,62 and 69 d (2 study periods),diet,Toxicity Factor Datasets
Falco sparverius,"AROCLOR 1254, POLYCHLORINATED DIBENZO-P-DIOXINS","increased @ 0.5, 5 ppm",in vitro microsomal breakdown of oestradiol,,Both Male and Female,Adult,,4/group,"0, 0.5, 5 ppm, wet wt",TOX-Non-Repro-Sublethal - cellular/biochemical effects,5 mo,diet,Toxicity Factor Datasets
Falco sparverius,"AROCLOR 1262, POLYCHLORINATED DIBENZO-P-DIOXINS","increased @ 0.5, 5 ppm",in vitro microsomal breakdown of oestradiol,,Both Male and Female,Adult,,4/group,"0, 0.5, 5 ppm, wet wt",TOX-Non-Repro-Sublethal - cellular/biochemical effects,5 mo,diet,Toxicity Factor Datasets
Falco sparverius,"AROCLOR 1254, POLYCHLORINATED DIBENZO-P-DIOXINS",increased @ 5 ppm,amount of liver cytoplasmic RNA,,Both Male and Female,Adult,,4/group,"0, 5 ppm, wet wt",TOX-Non-Repro-Sublethal - cellular/biochemical effects,14 d,diet,Toxicity Factor Datasets
Falco sparverius,POLYCHLORINATED BIPHENYLS,review,,,,,,,,TOX-EXP IND - accumulation,,,Toxicity Factor Datasets
Falco sparverius,"CYANIDE, SODIUM",4.0 mg/kg bw,LD50,,Both Male and Female,Adult,,5/dose,NR,TOX-MORT - dose-response data,single dose,oral,Toxicity Factor Datasets
Falco sparverius,AROCLOR 1248,"18.5 ug/g (5.1SD), PCBs; 0.10 ug/g (0.03 SD), dieldrin;1.02 ug/g (0.39 SD), DDE @ 3.0 ug/g","mean carcass concentrations, wet wt",,Both Male and Female,Adult,,8 pairs/group,"0, 3.0 ug/g, wet wt",TOX-EXP IND - accumulation,6 mo,diet,Toxicity Factor Datasets
Falco sparverius,AROCLOR 1248,5% decrease @ 3.0 ug/g,mean eggshell thickness,,Female,Adult,,8 pairs/group,"0, 3.0 ug/g, wet wt",TOX-REPRO - physiology,6 mo,diet,Toxicity Factor Datasets
Falco sparverius,AROCLOR 1248,"5.60 ug/g (1.15 SD), PCBs; 0.15 ug/g (0.05 SD), dieldrin; 0.15 ug/g (0.07 SD), DDE @ 3.0 ug/g","mean egg concentrations, wet wt",,Female,Adult,,8 pairs/group,"0, 3.0 ug/g, wet wt",TOX-EXP IND - accumulation,6 mo,diet,Toxicity Factor Datasets
Falco sparverius,CRUDE OILS,decreased @ 3.0%,body weight,,Both Male and Female,Juvenile,,16/group,"0, 0.3, 3.0% diet",TOX-Non-Repro-Sublethal - whole animal,4 wks,diet,Toxicity Factor Datasets
Falco sparverius,CRUDE OILS,increased @ 3.0%,food consumption,,Both Male and Female,Juvenile,,16/group,"0, 0.3, 3.0% diet",TOX-Non-Repro-Sublethal - behavioral effects,4 wks,diet,Toxicity Factor Datasets
Falco sparverius,CRUDE OILS,decreased @ 3.0%,hemoglobin,,Both Male and Female,Juvenile,,16/group,"0, 0.3, 3.0% diet",TOX-Non-Repro-Sublethal - organ/system effects,4 wks,diet,Toxicity Factor Datasets
Falco sparverius,CRUDE OILS,no effect,"various hematological measurements (packed cell volume, erythrocyte counts, plasma uric acid, plasma alanine aminotransferase)",,Both Male and Female,Juvenile,,16/group,"0, 0.3, 3.0% diet",TOX-Non-Repro-Sublethal - organ/system effects,4 wks,diet,Toxicity Factor Datasets
Falco sparverius,DICOFOL,"8.11 (fat), 0.28 (liver) ug/g @ 0.3 mg/kg bw/d","sum of geometric mean tissue concentrations (wet wt) of dicofol and metabolites (dichlorobenzophenone, mono-dechlorinated dicofol, dichlorobenzhydrol, DDE)",,Female,Adult,,2-4/group,"0, 0.3, 3.0 mg/kg bw/d",TOX-EXP IND - accumulation,39 d,oral,Toxicity Factor Datasets
Falco sparverius,DICOFOL,"82.36 (fat), 4.93 (liver), 1.15 (brain), 0.84 (oviduct) ug/g @ 3.0 mg/kg bw/d","sum of geometric mean tissue concentrations (wet wt) of dicofol and metabolites (dichlorobenzophenone, mono-dechlorinated dicofol, dichlorobenzhydrol, DDE)",,Female,Adult,,2-4/group,"0, 0.3, 3.0 mg/kg bw/d",TOX-EXP IND - accumulation,39 d,oral,Toxicity Factor Datasets
Falco sparverius,PHOSPHORUS (YELLOW OR WHITE),increased,accumulation in skin,,Not Reported,Adult,,4/group,"6.4 ug/g diet, wet wt (1.1 SE)",TOX-EXP IND - accumulation,7 d,diet,Toxicity Factor Datasets
Falco sparverius,PHOSPHORUS (YELLOW OR WHITE),no effect,occurence of phosphorus intoxication symptoms,,Not Reported,Adult,,4/group,"6.4 ug/g diet, wet wt (1.1 SE)",TOX-Non-Repro-Sublethal - whole animal,7 d,diet,Toxicity Factor Datasets
Falco sparverius,PARAQUAT,"22% @ 10 mg/kg, 18% @ 25 mg/kg, 44% @ 60 mg/kg",percent mortality,,Not Reported,Juvenile,,11/group,"0,10,25,60 mg/kg bw/d",TOX-MORT - dose-response data,10 d,oral,Toxicity Factor Datasets
Falco sparverius,PARAQUAT,"86% of control @ 25 mg/kg, 74% of control @ 60 mg/kg",body weight by 10 days of dosing,,Not Reported,Juvenile,,11/group,"0,10,25,60 mg/kg bw/d",TOX-REPRO - development,10 d,oral,Toxicity Factor Datasets
Falco sparverius,PARAQUAT,"11% @ 25 mg/kg, 25% @ 60 mg/kg",percent increase over controls in brain to body weight ratio,,Not Reported,Juvenile,,11/group,"0,10,25,60 mg/kg bw/d",TOX-REPRO - development,10 d,oral,Toxicity Factor Datasets
Falco sparverius,PARAQUAT,"14% @ 25 mg/kg, 18% @ 60 mg/kg",percent increase over controls in liver to body weight ratio,,Not Reported,Juvenile,,11/group,"0,10,25,60 mg/kg bw/d",TOX-REPRO - development,10 d,oral,Toxicity Factor Datasets
Falco sparverius,PARAQUAT,51% @ 60 mg/kg,percent increase over controls in kidney to body weight ratio,,Not Reported,Juvenile,,11/group,"0,10,25,60 mg/kg bw/d",TOX-REPRO - development,10 d,oral,Toxicity Factor Datasets
Falco sparverius,PARAQUAT,no effect,percent increase over controls in lung to body weight ratio,,Not Reported,Juvenile,,11/group,"0,10,25,60 mg/kg bw/d",TOX-REPRO - development,10 d,oral,Toxicity Factor Datasets
Falco sparverius,PARAQUAT,"decreased @ 25, 60 mg/kg","skeletal growth (humerus, femur, radius-ulna, tibia-fibula)",,Not Reported,Juvenile,,11/group,"0,10,25,60 mg/kg bw/d",TOX-REPRO - development,10 d,oral,Toxicity Factor Datasets
Falco sparverius,"DDE (4,4'-), DIELDRIN, HEPTACHLOR EPOXIDE, OXYCHLORDANE, POLYCHLORINATED BIPHENYLS",increased,occurence of wild birds dying diagnosed with organochlorine poisoning,,Both Male and Female,Both Adults and Juveniles,,5 kestrels,"0.17-12.0 (DDE), 0.61-6.55 (PCBs), 0.08-5.17 (heptachlor epoxide), 1.97-5.15 (oxychlordane), 0.38-3.26 (trans-nonachlor), 0.75-3.70 (dieldrin) wet wt in brain",TOX-MORT - mortality in the field,NR,NR,Toxicity Factor Datasets
Falco sparverius,POLYCHLORINATED BIPHENYLS,review,,,,,,,,TOX-Non-Repro-Sublethal - cellular/biochemical effects,,,Toxicity Factor Datasets
Falco sparverius,POLYCHLORINATED BIPHENYLS,review,,,,,,,,TOX-MORT - toxicity benchmarks,,,Toxicity Factor Datasets
Rallus longirostris ssp. obsoletus,"CHLORDANE, DDD (4,4'-), DDE (4,4'-), DDT (4,4'-), DIELDRIN, HEPTACHLOR, MERCURY (elemental), POLYCHLORINATED BIPHENYLS, SELENIUM (elemental)",no effect,eggshell thickness compared to those of museum eggs from 1907 and 1936,,Female,Adult,North and South San Francisco Bay,29 eggs,"0.03-0.17 (oxychlordanes), 0.11-0.58 (trans-nonachlor), 0.81-2.86 (PCB), 0.05-0.26 (cis-chlordane), 0.28-0.84 (DDE), 0.02-0.15 (DDD), <0.01-0.15 (DDT), 0.08-0.19 (dieldrin), <0.01-0.14 (heptachlor epoxide), <0.01-0.15 (cis-nonachlor), 0.55-0.72 (mercury),",TOX-REPRO - physiology,NR,diet (parent),Toxicity Factor Datasets
Pituophis catenifer,"PLUTONIUM (elemental), RADIONUCLIDES","239 Pu activities: lung, <0.02; liver, 0.03; bone, 0.05 dpm/g",,,Not Reported,Not Reported,"Energy Research and Development Administration Rocky Flats, Denver",2,soil; > 2000 mCi plutonium/km2,TOX-EXP IND - accumulation,NR,site contamination,Toxicity Factor Datasets
Colaptes auratus,DDT (Technical Grade Mixture),no effect,eggshell thickness,,Female,Adult,"NE Oregon, SE Washington, Idaho","8 eggs (reference), 12 eggs (treatment)","0.24 (reference), 0.58 (treatment) ppm DDT and metabolites, wet wt, in eggs",TOX-REPRO - physiology,NR,pesticide application,Toxicity Factor Datasets
Anas platyrhynchos,DIAZINON,decreased (84%),percent inhibition of post-mortem brain cholinesterase activity compared to control,,Not Reported,Juvenile,,5 ducks,183 ug/g ingesta,TOX-EXP IND - biomarkers,NR,diet,Toxicity Factor Datasets
Anas platyrhynchos,BENDIOCARB,decreased (73%),percent inhibition of post-mortem brain cholinesterase activity compared to control,,Not Reported,Adult,,4 ducks,1.17 ug/g ingesta,TOX-EXP IND - biomarkers,NR,diet,Toxicity Factor Datasets
Anas platyrhynchos,LINDANE,18-21% decrease @ 20 mg/kg 7x or 3x/wk,"eggshell thickness, compared to control",,Female,Adult,,5/dose,"control, 20 mg/kg given 7x, 3x or 2x/wk",TOX-REPRO - physiology,8 wks,gavage,Toxicity Factor Datasets
Anas platyrhynchos,LINDANE,decrease @ 20 mg/kg 7x or 3x/wk,calcium concentration in plasma and shell gland mucosa and density and size of eggshell pores,,Female,Adult,,5/dose,"control, 20 mg/kg given 7x, 3x or 2x/wk",TOX-REPRO - physiology,8 wks,gavage,Toxicity Factor Datasets
Bubo virginianus,"DDD (4,4'-), DDE (4,4'-), DDT (4,4'-), DIELDRIN, HEPTACHLOR EPOXIDE",no effect,eggshell thickness compared to pre-1946 museum speciments,,Female,Adult,south-central Montana,3 eggs,"0.74 (DDE), 0.07 (DDD + DDT), 0.16 (dieldrin), 0.11 (heptachlor epoxide) ppm, wet wt., in viable eggs",TOX-REPRO - physiology,NR,parent,Toxicity Factor Datasets
Bubo virginianus,"AROCLOR 1254, DDE (4,4'-), DIELDRIN, HEPTACHLOR EPOXIDE, OXYCHLORDANE",5% decrease,eggshell thickness index compared with reference eggs,,Female,Adult,"Butler, Delaware, Hamilton Counties","18 eggs, 15 clutches","3.0 (DDE), 1.7 (dieldrin), 0.1 (heptachlor epoxide), 3.1 (Arochlor 1254/60), 0.2 (oxychlordane) ppm (wet wt) in 4 eggs",TOX-REPRO - physiology,NR,site contamination,Toxicity Factor Datasets
Bubo virginianus,"DDD (4,4'-), DDE (4,4'-), DDT (4,4'-), DIELDRIN, HEPTACHLOR EPOXIDE, MIREX, OXYCHLORDANE, POLYCHLORINATED BIPHENYLS",increased,"mortality due to pesticide exposure based on history, ante-mortem signs, and gross pathology",,Not Reported,Not Reported,,8 owls,"13-96 (DDE), 0.01-0.65 (DDD), 0.03-0.17 (DDT, 2.83-71.0 (PCBs), 0.50-9.89 (dieldrin), 0.012-0.27 (HCB), 0.02-1.99 (Mirex), 0.12-7.74 (heptachlor  epoxide), 0.98-8.68 (oxychlordane), 0.50-2.29 (trans-nonachlor), ppm wet wt, in brain",TOX-MORT - mortality in the field,NR,NR,Toxicity Factor Datasets
Bubo virginianus,"DDE (4,4'-), POLYCHLORINATED BIPHENYLS",increased,"mortality due to PCB intoxication, based on brain residues",,Female,Adult,Greene County,1 owl,"44.7 (DDE), 357 (PCB) ppm wet wt in brain",TOX-MORT - mortality in the field,NR,NR,Toxicity Factor Datasets
Bubo virginianus,"DDE (4,4'-), DIELDRIN, HEPTACHLOR EPOXIDE, OXYCHLORDANE, POLYCHLORINATED BIPHENYLS",increased,occurence of wild birds dying diagnosed with organochlorine poisoning,,Both Male and Female,Both Adults and Juveniles,,13 owls,"3.96-75.7 (DDE), <0.01-49.6 (PCBs), 0.44-14.6 (heptachlor epoxide), 1.16-5.87 (oxychlordane), 0.02-1.36 (trans-nonachlor), <0.01-10.3 (dieldrin) wet wt in brain",TOX-MORT - mortality in the field,NR,NR,Toxicity Factor Datasets
Bubo virginianus,"DDE (4,4'-), DIELDRIN, HEPTACHLOR EPOXIDE, OXYCHLORDANE, POLYCHLORINATED BIPHENYLS",increased,occurence of mortality as a result of organochlorine poisoning,,Female,Adult,6 km s. of Corvallis,1 owl,"28.0 (DDE), 0.8 (dieldrin), 5.1 (hexachlorobenzene), 5.8 (heptachlor epoxide), 3.7 (oxychlordane), 0.1 (cis-chlordane), 0.1 (trans-onachlor), 8.2 (PCBs) ppm wet wt in brain",TOX-MORT - mortality in the field,NR,NR,Toxicity Factor Datasets
Bubo virginianus,TERBUFOS,decreased (>2 standard deviations of control mean) in 3 samples,plasma cholinesterase activity after pesticide applications,,Not Reported,Not Reported,,6 samples,1.45 kg terbufos/ha,TOX-EXP IND - biomarkers,NR,pesticide application,Toxicity Factor Datasets
Bubo virginianus,TERBUFOS,no effect,occurence of pesticide metabolites in fecal-urate samples,,Not Reported,Not Reported,,29 owls,1.45 kg terbufos/ha,TOX-EXP IND - biomarkers,NR,pesticide application,Toxicity Factor Datasets
Bubo virginianus,FAMPHUR,85% decrease,post-mortem brain cholinesterase activity compared to control,,Not Reported,Not Reported,Malheur County,1 owl,15 ppm in post-mortem stomach contents,TOX-EXP IND - biomarkers,NR,diet,Toxicity Factor Datasets
Bubo virginianus,CHLOROPHACINONE,99 ug,total carcass residues 28 d after removal from treatment,,Not Reported,Adult,,1 owl,3.2 ppm in voles maintained on treated food,TOX-EXP IND - accumulation,6 d,diet,Toxicity Factor Datasets
Bubo virginianus,CHLOROPHACINONE,no effect,occurence of external bleeding or internal abnormalities after removal from treated diet,,Not Reported,Adult,,1 owl,3.2 ppm in voles maintained on treated food,TOX-Non-Repro-Sublethal - whole animal,6 d,diet,Toxicity Factor Datasets
Bubo virginianus,DIPHACINONE,4.1-5.5 mg,doses resulting in symptoms and death in 2/3 birds within 14 days,,Not Reported,Adult,,3 owls,4.1-5.5 mg total consumed in mice fed a 0.01% bait,TOX-MORT - toxicity benchmarks,5 days,diet,Toxicity Factor Datasets
Bubo virginianus,DIPHACINONE,increased,time to coagulation in blood sampled 3 days after treatment ended,,Not Reported,Adult,,3 owls,4.1-5.5 mg total consumed in mice fed a 0.01% bait,TOX-Non-Repro-Sublethal - organ/system effects,5 days,diet,Toxicity Factor Datasets
Bubo virginianus,STRYCHNINE,increased,"occurence (compared with pre-dose values) of uncoordinated movement, tremors, loss of perching ability and ability to stand on the ground",,Not Reported,Adult,,1 bird,1.8 mg injected into mouse,TOX-Non-Repro-Sublethal - behavioral effects,single exposure,diet,Toxicity Factor Datasets
Bubo virginianus,STRYCHNINE,increased,"occurence (compared with pre-dose values) of uncoordinated movement, tremors, loss of perching ability and ability to stand on the ground",,Not Reported,Adult,,1 bird,1.0 mg injected into mouse,TOX-Non-Repro-Sublethal - behavioral effects,single exposure,diet,Toxicity Factor Datasets
Bubo virginianus,STRYCHNINE,increased,occurence of errors (compared with pre-test values) in a reversal learning test,,Not Reported,Adult,,1 bird,0.4 mg injected into mouse,TOX-Non-Repro-Sublethal - behavioral effects,single exposure,diet,Toxicity Factor Datasets
Lithobates catesbeianus,FLUORANTHENE,increase @ 10.97 - 59.48 ug/l,incidence of structural disorganization and necrosis of the integument,,Not Reported,Tadpole,,20/group,"0, 10.97, 37.97, 59.48 ug/l with simulated solar UV radiation",TOX-Non-Repro-Sublethal - organ/system effects,96 hr,water-borne; flow-through,Toxicity Factor Datasets
Lithobates catesbeianus,FLUORANTHENE,increase @ 37.97 ug/l,total distance travelled,,Not Reported,Tadpole,,20/group,"0, 10.97, 37.97, 59.48 ug/l with simulated solar UV radiation",TOX-Non-Repro-Sublethal - behavioral effects,96 hr,water-borne; flow-through,Toxicity Factor Datasets
Lanius ludovicianus,"DDD (4,4'-), DDE (4,4'-), DDT (4,4'-)","293.43-820.93 ppm, lipid weight","concentrations of DDT, DDE, DDD (combined) in skin and brains, 2 years post-application",,Not Reported,Not Reported,3.2 km NE of Davis,2 birds,0.22 kg DDT/ha,TOX-EXP IND - accumulation,1 application,experimental application,Toxicity Factor Datasets
Lanius ludovicianus,"DDD (4,4'-), DDE (4,4'-), DDT (4,4'-)",see figure,figure showing concentration of DDT and metabolites in skin and brains before and after application,,Not Reported,Not Reported,3.2 km NE of Davis,27 birds (3-4/sampling time),0.22 kg DDT/ha,TOX-EXP IND - accumulation,1 application,experimental application,Toxicity Factor Datasets
Lanius ludovicianus,DIELDRIN,increased at 1 mg/kg,latency to formation of natural prey killing behaviors,,Not Reported,Juvenile,"collected in San Diego County, CA",10-11/dose,"0, 1 mg/kg bw/d (87% active ingredient)",TOX-Non-Repro-Sublethal - behavioral effects,until death (max. 103 d),gavage,Toxicity Factor Datasets
Lanius ludovicianus,DIELDRIN,"increased at 1, 2, 4, 8 mg/kg/d",rate of mortality compared with controls,,Not Reported,Juvenile,"collected in San Diego County, CA",10-11/dose,"0, 1, 2, 4, 8 mg/kg bw/d (87% active ingredient)",TOX-MORT - dose-response data,until death (max. 103 d),gavage,Toxicity Factor Datasets
Lanius ludovicianus,"DDE (4,4'-)","3.09 (0.09 SE) ppm, wet wt",concentration in eggs,,Not Reported,Embryo,southern IL,"20 clutches, 104 eggs",21.04 (3.51 SE) ppm in fat of adult females,TOX-EXP IND - accumulation,NR,parental transfer,Toxicity Factor Datasets
Lanius ludovicianus,"DDE (4,4'-)",decreased,eggshell thickness index compared with reference samples collected in 1875-95,,Not Reported,Embryo,southern IL,"20 clutches, 104 eggs",21.04 (3.51 SE) ppm in fat of adult females,TOX-REPRO - physiology,NR,parental transfer,Toxicity Factor Datasets
Lanius ludovicianus,"DDE (4,4'-)",y = 92.610 - 2.412 log x,linear negative correlation of egg DDE concentration and shell thickness,,Not Reported,Embryo,southern IL,"20 clutches, 104 eggs",21.04 (3.51 SE) ppm in fat of adult females,TOX-REPRO - physiology,NR,parental transfer,Toxicity Factor Datasets
Mephitis mephitis,SODIUM  MONOFLUOROACETATE,0.347 mg/kg (95% CI; 0.212 - 0.541 mg/kg),median lethal dose,,Not Reported,Not Reported,,5-6 animals/dose,"0.125, 0.250, 0.5,
0.75 mg/kg",TOX-MORT - toxicity benchmarks,single,gavage,Toxicity Factor Datasets
Mephitis mephitis,SODIUM  MONOFLUOROACETATE,165 mg administered to coyote (95%CI; 107 - 392 mg),LD50; based on dose given to coyote; skunks were fed contaminated coyote tissue,,Not Reported,Not Reported,,1-8 per dose,secondary; 4; 50; 100; 200; 400 mg to coyote,TOX-MORT - toxicity benchmarks,single,diet,Toxicity Factor Datasets
Sterna antillarum,"DDE (4,4'-), POLYCHLORINATED BIPHENYLS",7% decrease,eggshell thickness compared with pre-1947 reference eggs,,Female,Adult,Cape Romain National Wildlife Refuge,20 eggs,"0.48 ug/g, wet wt, DDE; 1.08 ug/g, wet wt, PCBs in eggs",TOX-REPRO - physiology,NR,site contamination,Toxicity Factor Datasets
Zenaida macroura,POLYCHLORINATED BIPHENYLS,see figures,"figure for each dose, showing metabolic rate at increasing ambient temperatures",,Not Reported,Adult,,10 birds/group,"0, 1, 3, 9 ppm (dry wt) in food",TOX-Non-Repro-Sublethal - organ/system effects,10 wks,diet,Toxicity Factor Datasets
